,Item,Brand,Usage,Gender,Model,Size,Sale_Until,Prize
1838,Shoes,Crooks & Castles,New,Men,Crooks Monica Lombardi-Casini,37,41,32.18400017917156
2737,Shoes,adidas,Used,Men,adidas Maria Amaldi,39,41,12.347500026226045
12831,Shoes,Concitor,New,Men,Concitor Gianpaolo Gramsci,41,41,13.058200353170932
25011,Shoes,ExOfficio,Almost New,Men,ExOfficio Ferdinando Catalano,38,41,25.649999904446304
18587,Shoes,Guide Gear,Almost New,Women,Women's Simonetta Pincherle,39,41,17.835052921621617
2707,Shoes,Under Armour,New,Women,Women's Marissa Ricciardi-Biagi,45,41,14.251247953665303
12887,Shoes,Dockers,New,Men,Dockers Sig.ra Sophia Bonatti,44,41,17.005140865788462
24988,Shoes,Ed Hardy,Almost New,Women,Ed Alfredo Comeriato,39,41,16.182603849112436
1977,Shoes,ExOfficio,Used,Women,ExOfficio Dott. Melania Burcardo,43,41,30.80000009387732
11424,Shoes,Carhartt,Almost New,Women,Carhartt Angelica Querini-Aldobrandi,40,41,64.25541236282527
18910,Shoes,Gold Toe,New,Men,Gold Pierina Moretti,45,41,7.344000016339123
4005,Shoes,Purpura Erizo,New,Women,Purpura Melissa Santorio-Canova,37,41,29.99224965198402
2869,Shoes,Adidas,New,Women,Allegra Adelasia Carnera,41,41,3.6810315539876535
3993,Shoes,eVogues Apparel,New,Women,Plus Graziella Stradivari,44,41,15.707804185662853
11486,Shoes,Carhartt,Used,Men,Carhartt Domenico Dibiasi,37,41,33.75577926776677
14921,Shoes,AG Adriano Goldschmied,Used,Women,AG Zaira Tamburini,45,41,43.520400795793535
25246,Shoes,Hurley,Very Used,Men,Hurley Ida Lucchesi,40,41,33.04812502441928
12833,Shoes,Concitor,Very Used,Men,Concitor Elena Opizzi,37,41,12.722760351007954
12901,Shoes,Dockers,Almost New,Men,Dockers Gionata Modugno,42,41,28.267288753527673
4881,Shoes,Fox,Used,Women,Fox Susanna Scalera-Gozzi,44,41,17.9775000968948
2971,Shoes,Adidas,Very Used,Women,Allegra Sig. Federico Mercantini,40,41,3.4963040558180802
14195,Shoes,Puma,New,Women,Volcom Gianfrancesco Bellocchio,37,41,28.079999953508377
1600,Shoes,CEP,New,Women,CEP Paloma Trobbiani,41,41,26.88063123542712
2633,Shoes,Under Armour,New,Men,Under Sig. Ottone Redi,41,41,18.01404073652536
24921,Shoes,Devon & Jones,Very Used,Women,Devon Danilo Respighi,37,41,31.22377741800217
15819,Shoes,Lee,New,Men,Lee Aurora Corradi-Zamorani,42,41,13.83173983516082
2475,Shoes,SmartWool,Very Used,Men,Smartwool Mattia Sgarbi,41,41,44.84292228836757
4041,Shoes,Roxy,New,Women,Roxy Gelsomina Spadafora-Ossola,41,41,29.481899939104924
4797,Shoes,Famous Stars and Straps,Used,Men,Famous Ignazio Persico,37,41,31.1191504373312
15628,Shoes,Hurley,Almost New,Men,Hurley Gino Canevascini,45,41,8.287999987602236
16941,Shoes,ANS,Used,Women,Womens Guido Mezzetta,43,41,8.230950262899697
14831,Shoes,SK Hat shop,Almost New,Women,Winter Paolo Bragadin,41,41,9.186900403915343
2758,Shoes,adidas,Used,Men,adidas Claudio Granatelli-Soffici,40,41,10.138589942227902
25772,Shoes,Pacific Legend,New,Men,Santa Mauro Fallaci,45,41,23.39415094316974
18615,Shoes,Zimmerli of Switzerland,New,Men,Zimmerli Adelasia Mazzocchi,40,41,102.13664968027736
10516,Shoes,A Pea in the Pod,Almost New,Women,A Carla Proietti,40,41,21.805000060237944
4913,Shoes,Gypsy 05,Used,Women,Gypsy Piermaria Gibilisco-Brugnaro,38,41,59.71350008519367
3967,Shoes,Patty,New,Women,Patty Hugo Scalera,43,41,13.691171836677077
14185,Shoes,True Religion,Almost New,Women,True Fedele Bossi,40,41,35.13331848400716
25222,Shoes,Harriton,Very Used,Men,Harriton Stefano Ammaniti,38,41,28.02351173618428
2010,Shoes,Fruit of the Loom,Used,Men,Fruit Ermenegildo Morandi-Babati,41,41,5.863000016659496
25291,Shoes,IZOD,Very Used,Men,IZOD Valerio Chinnici,42,41,17.208449916355317
4858,Shoes,Fox,Used,Men,Fox Eva Boezio,45,41,26.64450003672391
14670,Shoes,TrendsBlue,Used,Women,Premium Torquato Volterra,41,41,4.887607384837624
25318,Shoes,Out of Print Clothing,New,Women,Jane Rosalia Saragat,43,41,15.310440364107526
26063,Shoes,Puma,Used,Men,Volcom Leonardo Sbarbaro-Marangoni,43,41,14.672130390532015
14356,Shoes,Teramasu,Very Used,Women,Cashmere Gianni Cicala-Filippelli,43,41,4.432662118253031
5014,Shoes,Kalon,Almost New,Women,I'm Lina Greggio,38,41,16.904430781941564
2532,Shoes,Spalding,Very Used,Men,Spalding Francesca Fittipaldi-Gucci,40,41,9.547500060871242
24008,Shoes,Speedo,Almost New,Men,Speedo Hugo Gangemi,38,41,22.19784290489711
6981,Shoes,WMU,Used,Women,Heart Mario Scarpetta,41,42,16.178877104822874
3605,Shoes,Maud Sylvina,Very Used,Women,Black Virgilio Zaguri,38,42,10.77460984058991
7001,Shoes,Hip,Very Used,Women,HipSlimmer Damiano Silvestri-Bacosi,41,42,34.35959990937263
15776,Shoes,Kenneth Cole,Almost New,Men,Kenneth Lolita Matteotti,42,42,13.136759697111101
4078,Shoes,Hot from Hollywood,Very Used,Women,Sleeveless Durante Cremonesi,44,42,19.71507085608721
2118,Shoes,Ibex,Almost New,Women,Ibex Giuseppina Einaudi,43,42,57.60800009965897
21704,Shoes,Jack Spade,New,Men,Jack Greca Mortati,37,42,83.1946534139946
3905,Shoes,US Fairytailes,Used,Women,Mother Sig.ra Fabrizia Gramsci,40,42,59.91446004921962
7042,Shoes,Just My Size,Very Used,Women,JMS Sig.ra Caterina Zacchia,38,42,10.565444422180152
11844,Shoes,Kenneth Cole,Very Used,Men,Kenneth Antonia Mantegazza,41,42,52.249428813750804
16702,Shoes,BCBGeneration,Almost New,Women,BCBGeneration Dott. Concetta Scaduto,43,42,9.02499994263053
13767,Shoes,Anne Klein,Very Used,Women,Anne Dott. Lilla Brugnaro,37,42,30.381911802873102
17787,Shoes,Juicy Couture,Almost New,Women,Juicy Dott. Raffaella Panicucci,43,42,76.20480016954245
24442,Shoes,Adidas,Very Used,Women,Allegra Alessia Renault,41,42,4.648050160500035
9501,Shoes,Silver Jeans,Very Used,Men,Silver Coluccio Contarini,37,42,32.159969242254945
4113,Shoes,Tiana B,Almost New,Women,Tiana Emilio Gatto,38,42,34.635668941514496
21573,Shoes,Fred Perry,New,Men,Fred Marco Comeriato,41,42,74.0546029041052
10804,Shoes,Lilo Maternity,Very Used,Women,Lilo Vincentio Zoppetti-Ficino,40,42,13.952400411880019
26788,Shoes,Hanro,New,Men,Hanro Dott. Licia Majorana,41,42,24.370500014629222
593,Shoes,Kangol,Very Used,Men,Kangol Romeo Camiscione,42,42,24.030000016093247
9516,Shoes,Silver Jeans,Almost New,Women,Silver Zaira Cendron,37,42,47.879999885335565
7155,Shoes,Laura,New,Women,Laura Giovanna Sforza,40,42,11.495190349427833
3557,Shoes,Anne Klein,Almost New,Women,Anne Adriana Giulietti,44,42,31.73803365943038
4090,Shoes,Star Vixen,Almost New,Women,Star Veronica Turati,43,42,20.139999939128757
19690,Shoes,LissKiss,New,Women,Comics Francesca Riccardi,44,42,7.195310882970258
24419,Shoes,Adidas,New,Women,Allegra Roberta Caffarelli,45,42,5.392085800220013
7144,Shoes,Laura,Very Used,Women,Laura Sig. Paride Deledda,44,42,12.053300358605384
15070,Shoes,Analog,Used,Men,Analog Livio Zoppetti,40,42,24.316199972480536
18425,Shoes,The Pajamagram Company,Very Used,Men,Stewart Annalisa Mortati,38,42,18.34633055044532
9791,Shoes,Wrangler,New,Men,Wrangler Sig.ra Antonella Matteotti,39,42,28.01395802923125
1913,Shoes,Duofold,Very Used,Men,Duofold Sig. Gioacchino Gramsci,38,42,8.177925035657246
1923,Shoes,Duofold,New,Men,Duofold Sig. Gioacchino Correr,42,42,19.538441602787554
12707,Shoes,BERLE,Almost New,Men,Berle Adelmo Priuli,40,42,25.863750054501
12706,Shoes,BERLE,Very Used,Men,Berle Loretta Finotto,41,42,25.630000052042305
2147,Shoes,Independent,Very Used,Men,Independent Toni Mastroianni,45,42,16.041825358398448
21642,Shoes,Fisherman,Used,Men,Handknit Corrado Zetticci-Malacarne,37,42,63.563399928063156
4080,Shoes,Hot from Hollywood,New,Women,Sleeveless Luigina Santorio,37,42,19.01017868725446
21620,Shoes,Geoffrey Beene,New,Men,Geoffrey Dott. Mauro Magnani,37,42,11.186250019818544
15314,Shoes,Dallin Chase,Used,Women,Dallin Dott. Romina Gualandi,44,42,13.364999988116326
14333,Shoes,Buxton,Used,Women,Buxton Pompeo Gaito,37,42,2.0235600582236053
3689,Shoes,Eva Franco,Very Used,Women,Eva Sig.ra Ninetta Contrafatto,43,42,23.48709281410368
14816,Shoes,Wacoal,Very Used,Women,Wacoal Elisa Monicelli,37,42,23.64999996498227
24263,Shoes,Puma,Very Used,Men,Volcom Gian Bosurgi,42,42,24.964000118896365
815,Shoes,Newhattan,New,Men,Newhattan Sebastiano Tarantino,38,42,6.194617386316583
6598,Shoes,Donna Karan,Very Used,Women,Donna Sig. Ezio Giunti,41,42,18.53639998063445
12267,Shoes,Quiksilver,Very Used,Men,Quiksilver Olga Vigorelli,38,42,52.47000019997358
9743,Shoes,Wrangler,Used,Men,Wrangler Arturo Ferrucci,43,42,22.12724861548585
14401,Shoes,DG Eyewear,New,Women,DG Sig.ra Mercedes Righi,41,42,3.764887890708762
24252,Shoes,Puma,Very Used,Men,Volcom Liliana Gagliardi,44,42,40.74889090341389
727,Shoes,Fratelli Orsini Everyday,New,Men,Men's Maria Mozart,43,42,20.287080166523605
3758,Shoes,Jax,New,Women,Jax Sig. Napoleone Cossiga,45,42,42.33599985837937
21852,Shoes,Hot Topic,Used,Men,Maroon Gianpaolo Angiolello-Pizzamano,40,42,15.98310002353974
13861,Shoes,Democracy,Almost New,Women,Democracy Paola Morellato,41,42,23.13364029696644
14349,Shoes,Carnival,Used,Women,Carnival Cesare Draghi,40,42,35.34930009506644
778,Shoes,Native Eyewear,Very Used,Women,Native Tonia Bevilacqua,37,42,33.91157929612034
21862,Shoes,Fila,Almost New,Men,Men's Loretta Maffei,38,42,44.33549013102077
13863,Shoes,Democracy,New,Women,Democracy Gelsomina Giulietti,39,42,21.97695828211812
21883,Shoes,LabelShopper,Almost New,Men,Mens Lauretta Biagiotti,45,42,8.034639854089022
25684,Shoes,Ralph Lauren,Almost New,Men,Polo Sonia Filippelli-Molesini,45,42,57.094999980181456
17823,Shoes,Carol Wright Gifts,Very Used,Women,Lace-Trimmed Rita Marsili,41,42,6.335657872466612
3830,Shoes,KAMALIKULTURE,Almost New,Women,KAMALIKULTURE Cassandra Bixio,44,42,40.07219994999469
26629,Shoes,Fruit of the Loom,Very Used,Men,Fruit Michele Palombi,41,42,9.511875006370248
6686,Shoes,Felina,Used,Women,Felina Gianmarco Rossini,37,42,23.81175000127405
10867,Shoes,Mommy Paradise,Almost New,Women,Mommy Nino Nordio,41,42,12.996750402662904
6689,Shoes,Felina,Very Used,Women,Felina Isa Tassoni,41,42,15.479099994711582
9715,Shoes,L.A. Idol,Almost New,Women,Womens Rosaria Scaduto,44,42,34.9021540400849
6707,Shoes,Fleur't,New,Women,Fleur't Gemma Jovinelli-Bartoli,38,42,38.62799992226064
6713,Shoes,Flexees,Very Used,Women,Flexees Ottone Monte,43,42,23.03999997675419
21858,Shoes,Meister,Used,Men,Meister Ermenegildo Adinolfi,37,42,21.264799614095054
15111,Shoes,Billabong,Used,Men,Billabong Gino Iannuzzi,37,42,29.732150030322376
1995,Shoes,Fox,Very Used,Women,Fox Massimo Corradi,44,42,20.715750159323218
6873,Shoes,Grenier,Very Used,Women,Grenier Gloria Corradi-Badoglio,42,42,15.281999940052629
880,Shoes,Oakley,Very Used,Men,Oakley Fiorino Valentino,41,42,81.99999965727329
2101,Shoes,Hot Chillys,Very Used,Men,Hot Sig.ra Viridiana Castellitto,40,42,20.83950009086402
6973,Shoes,Hanro,Almost New,Women,Hanro Bettina Barbarigo,39,42,37.77199996262789
4031,Shoes,Roamans,Almost New,Women,Roamans Sig.ra Francesca Tropea,45,42,33.48303396124781
15074,Shoes,Anna-Kaci,Almost New,Women,Anna-Kaci Donna Bonolis,44,42,11.897419814841003
21729,Shoes,Jones New York,Used,Women,Jones Claudio Pacetti,42,42,37.847249763272714
12341,Shoes,Southpole,Almost New,Women,Southpole Cesare Iannelli,38,42,15.008247609548896
24340,Shoes,LAT Sportswear,Almost New,Women,3608 Bruno Fanucci,42,42,9.480729858469664
25617,Shoes,Patty,New,Women,Patty Alfredo Niggli,40,42,19.318067654953126
3658,Shoes,D.E.P.T.,New,Women,D.E.P.T. Sig.ra Lara Carfagna,45,42,9.76124996319413
9597,Shoes,True Religion,Almost New,Men,True Dolores Cadorna,37,42,106.72199979051948
24071,Shoes,Speedo,Very Used,Women,Speedo Sonia Sorrentino,44,42,37.72000007331371
17853,Shoes,COOL-JAMS WICKING SLEEPWEAR,Almost New,Women,MIX Rosaria Marino,40,42,23.352000072598457
15834,Shoes,Lee,Used,Men,Lee Rosina Roccabonella-Carli,43,42,16.305974992853596
13930,Shoes,LOTUSTRADERS,Almost New,Women,GREEN Isabella Turati,45,42,21.931349337708426
22096,Shoes,Paul Fredrick,Almost New,Men,Paul Renata Aulenti,41,42,34.120499946177006
13295,Shoes,Louis Raphael,Almost New,Men,Louis Stella Manolesso-Ludovisi,45,42,28.920549129272622
9770,Shoes,Wrangler,Used,Men,Wrangler Dott. Gian Giannelli,45,42,34.37427100913927
21754,Shoes,Kenneth Cole,Very Used,Women,Kenneth Puccio Cilibrasi,42,42,47.16299994662404
13236,Shoes,Kenneth Cole REACTION,Very Used,Men,Kenneth Aurora Persico-Doria,38,42,33.24238396324474
12328,Shoes,SmartWool,Used,Men,Smartwool Mario Romagnoli,44,42,74.86000023782255
675,Shoes,LibbySue,Very Used,Women,LibbySue-Color Bartolomeo Tiepolo,42,42,6.747299944236876
6907,Shoes,Hanes,New,Women,Hanes Sig.ra Amanda Comeriato,43,42,6.928349985461683
16249,Shoes,Robbi & Nikki,Almost New,Women,Robbi Teresa Argurio,37,42,11.542499989736825
21804,Shoes,LNA,Very Used,Women,LnA Rita Bova,41,42,46.88144992748859
1991,Shoes,Basic,Very Used,Women,Fold Stefania Modigliani-Mimun,40,42,5.781645270240605
19482,Shoes,Wigwam,Almost New,Men,Wigwam Venancio Gregori,39,42,6.4638088921770995
19586,Shoes,Angelina,Almost New,Women,Angelina Sonia Ruffini,42,42,10.16399995312095
12243,Shoes,Port Authority,Used,Men,Port Sig. Laureano Federico,37,42,27.1959992974773
3526,Shoes,American Apparel,New,Women,American Gastone Storladi,38,42,20.415999986231327
1554,Shoes,Arc'teryx,Very Used,Men,Arc'teryx Ornella Filogamo,40,42,45.028748880615446
12971,Shoes,Dockers,Almost New,Men,Dockers Sole Mazzocchi-Volterra,40,42,45.55440001375973
17984,Shoes,Carole Hochman,Very Used,Women,Midnight Dott. Elvira Castellitto,44,42,46.19160024896265
8206,Shoes,Buffalo by David Bitton,Almost New,Men,Buffalo Lodovico Borzomì,38,42,51.87599992845208
13388,Shoes,North River,Used,Men,North Raffaele Cerutti-Casarin,45,42,10.116938900426836
16447,Shoes,UNIONBAY,Used,Men,Unionbay Carla Cicilia,44,42,17.008964574362935
17229,Shoes,Casual Moments,Used,Women,Casual Venancio Ruberto-Pace,42,42,38.05485412137968
20745,Shoes,Caravelli,Used,Men,Men's Renata Scandone,45,42,39.040468560896755
15240,Shoes,Cloudveil,New,Women,Cloudveil Hugo Cremonesi-Gigli,37,42,4.342799808976054
2965,Shoes,Adidas,Used,Women,Allegra Ippazio Galuppi-Tron,37,42,4.591251050248906
12661,Shoes,Adidas,Almost New,Men,Allegra Roman Calvo,37,42,5.811244897243679
11625,Shoes,Columbia,Almost New,Men,Columbia Sig. Uberto Castelli,42,42,34.955629134408085
15572,Shoes,Hurley,Used,Women,Hurley Ennio Borrani-Ricci,42,42,14.096250012516977
18156,Shoes,DFDesigns,Almost New,Women,New Anita Bazzi,44,42,16.06500002089888
2898,Shoes,Adidas,Used,Women,Allegra Graziano Pepe,42,42,3.9096299048398424
27151,Shoes,Jockey,New,Men,Tag-Free Vittorio Luciani,41,42,10.536000028252602
17994,Shoes,Miss Elaine,Used,Women,Miss Manuel Zichichi-Iadanza,38,42,28.12500008381903
12572,Shoes,ZeroXposur,New,Men,ZeroXposur Alessia Bevilacqua,43,42,35.55475631336274
143,Shoes,Broner,Used,Men,Broner Piergiuseppe Gibilisco,37,42,12.39930028417036
8352,Shoes,Comfort Colors,Used,Men,Comfort Bianca Iannucci,37,42,18.630224325499068
2484,Shoes,SmartWool,Used,Men,Smartwool Sophia Ginese,43,42,13.207950392688813
8354,Shoes,Body Trends,Very Used,Women,Comfy Maurizio Bignardi-Bettoni,44,42,11.534229859594705
24914,Shoes,Devon & Jones,Used,Women,Devon Enzo Roth,43,42,15.330887857053886
9070,Shoes,Lucky Brand,Used,Men,Lucky Loretta Finetti,44,42,43.2285000840202
9152,Shoes,MiH Jeans,Almost New,Women,MiH Sergius Acerbi-Monduzzi,41,42,105.46199968457222
18222,Shoes,Perry Ellis,Used,Men,Perry Sig. Amadeo Boccioni,43,42,11.925374964228835
20898,Shoes,Ralph Lauren,Used,Men,Ralph Sonia Berrè-Capecchi,42,42,41.360552002952375
8040,Shoes,7 For All Mankind,New,Men,7 Salvatore Berrè-Zetticci,43,42,63.427099913905835
24811,Shoes,Columbia,Very Used,Men,Columbia Dott. Gabriele Montalcini,42,42,28.24999992735684
8061,Shoes,7 For All Mankind,Almost New,Men,7 Emma Mercati,38,42,101.5739998318255
2376,Shoes,Palmetto Fundraising,Used,Women,Pink Benito Soranzo,42,42,0.9165000273510812
27051,Shoes,Papi,Used,Men,Papi Sig.ra Filippa Monte,38,42,11.304000017233191
24910,Shoes,Devon & Jones,Used,Women,Devon Telemaco Malpighi-Petruzzi,41,42,25.10497877831448
9107,Shoes,Lucky Brand,Almost New,Women,Lucky Sig.ra Annetta Roncalli,41,42,51.44534993623384
9101,Shoes,Lucky Brand,Used,Women,Lucky Cristina Renzi,41,42,52.86599990632385
8095,Shoes,7 For All Mankind,Used,Women,7 Melania Pezzali-Veltroni,42,42,98.00999946892257
2384,Shoes,PowerSox,Very Used,Men,PowerSox Fulvio Serlupi,38,42,3.3430500224232684
2385,Shoes,PowerSox,Very Used,Men,PowerSox Nanni Fabbri,40,42,3.676500013377517
8107,Shoes,7 For All Mankind,Almost New,Women,7 Giulietta Toscanini,39,42,72.41737470589578
9084,Shoes,Lucky Brand,Very Used,Men,Lucky Maria Cabrini-Bixio,40,42,47.70369788414503
14732,Shoes,Sock It To Me,Very Used,Women,Sock Eva Magnani,42,42,5.526549077253253
24895,Shoes,DC,Used,Men,DC Pierina Zabarella,39,42,15.224999953061346
20032,Shoes,Soho Girls,Almost New,Women,Soho Ornella Antonioni,37,42,3.1784218941635194
139,Shoes,Brixton,Almost New,Men,Brixton Nicoletta Zaccagnini,41,42,14.014077703579845
20648,Shoes,LRG,Very Used,Men,LRG Berenice Volta,45,42,40.473999880254254
8357,Shoes,Company 81,New,Men,Company Amanda Volterra-Agostini,41,42,17.36212495947257
13450,Shoes,Ralph Lauren,Very Used,Men,Polo Paloma Petralli-Sagese,40,42,30.93523909064963
18073,Shoes,Nautica,Used,Men,Nautica Giuseppina Gualtieri,38,42,13.247999891638756
16962,Shoes,Funny Apparel,Almost New,Men,A Dott. Gloria Porzio,39,42,7.158280361429575
20394,Shoes,Landisun,New,Men,Brand Pierina Scarpa,43,42,30.85214206678446
18068,Shoes,Nautica,New,Men,Nautica Giulietta Ceravolo,41,42,12.277799910306934
8715,Shoes,Joe's Jeans,Very Used,Men,Joe's Ivo Castellitto,40,42,86.27799980528653
20260,Shoes,Tahari,Very Used,Women,TAHARI Raffaellino Desio,39,42,84.98229108170234
14666,Shoes,Port Authority,Used,Women,Port Dolores Togliatti,43,42,36.74159996733071
18017,Shoes,N2N,New,Men,N2N Alphons Verri,37,42,17.999999970197678
8728,Shoes,Joe's Jeans,New,Women,Joe's Ivan Montanelli,41,42,66.5358348128902
2642,Shoes,Under Armour,Almost New,Men,UnderArmour Angelina Russo,37,42,6.021959854372739
20345,Shoes,Altamont,Almost New,Men,Altamont Ludovico Pacetti,37,42,31.862999839894474
8757,Shoes,Joe's Jeans,Used,Women,Joe's Adelmo Mocenigo,43,42,51.103008459989546
8779,Shoes,KUT from the Kloth,New,Women,KUT Ernesto Chigi,41,42,45.97799988463521
20328,Shoes,Adidas,Very Used,Men,Allegra Ninetta Faggiani,39,42,6.2655541020236
25199,Shoes,Harley-Davidson,Very Used,Men,Harley-DavidsonÂ® Giosuè Zanichelli,40,42,14.338350352029874
25201,Shoes,Harley-Davidson,Almost New,Men,Harley-DavidsonÂ® Donna Nicoletti,43,42,25.646437841984916
15604,Shoes,Hurley,Used,Men,Hurley Fiorenzo Leopardi,40,42,11.683286879599297
2658,Shoes,Puma,Very Used,Men,Volcom Diana Mengolo,38,42,19.42750008776784
8602,Shoes,Generra,Almost New,Men,Generra Victoria Cipolla,45,42,15.674999956972895
8596,Shoes,GUESS,Almost New,Women,GUESS Dott. Greca Benussi,42,42,57.21239998620005
12902,Shoes,Dockers,New,Men,Dockers Massimo Foà-Cimarosa,41,42,29.75504079318702
27168,Shoes,Nike,Used,Men,Tommy Sylvia Barbarigo-Depero,38,42,22.747999958693992
8369,Shoes,DC,New,Men,DC Paloma Badoer-Loredan,40,42,29.33349993173033
20636,Shoes,Kenneth Cole REACTION,Almost New,Men,Kenneth Antonia Vigliotti,42,42,35.69642894235224
24989,Shoes,Ed Hardy,Very Used,Women,Ed Tina Bataglia,38,42,17.034319841170984
2852,Shoes,Alfred Dunner,Almost New,Women,Alfred Sig.ra Zaira Silvestri,39,42,12.393161730772732
115,Shoes,Travelwell,Almost New,Men,Black Mercedes Bignardi,43,42,2.967999994754792
104,Shoes,Betsey Johnson,Almost New,Women,Betsey Rita Impastato,44,42,11.703999936580658
20601,Shoes,Joseph Abboud,Almost New,Men,Joseph Maria Schicchi-Brugnaro,37,42,100.53903403123543
8955,Shoes,Levi's,Almost New,Men,Levi's Dott. Luciano Barberini,45,42,25.029185316980136
20576,Shoes,Haggar,New,Men,Haggar Amadeo Garibaldi,37,42,30.23138945047617
25021,Shoes,FEA,New,Men,FEA Isabella Puccini-Inzaghi,37,42,11.364431837821597
20569,Shoes,Haggar,Very Used,Men,Haggar Gemma Beccheria,42,42,37.711227550296734
12600,Shoes,Axis,Almost New,Men,AXIS Dott. Cassandra Semitecolo,38,42,12.577477699137797
15634,Shoes,INC International Concepts,Used,Men,INC Claudio Tamborini,44,42,19.875239239118105
2781,Shoes,adidas,Very Used,Women,adidas Oreste Quasimodo-Gullotta,42,42,11.55000003054738
20192,Shoes,Kasper,New,Women,KASPER Pasqual Trapani-Bosio,41,42,99.65120021738115
18109,Shoes,Nautica,New,Men,Nautica Lorenzo Zampa,42,42,11.838149687465654
18108,Shoes,Nautica,Almost New,Men,Nautica Ornella Cardano,42,42,11.838149687465654
8534,Shoes,G by GUESS,Very Used,Men,G Dott. Anita Eco,37,42,26.680500012170526
25556,Shoes,Original Penguin,New,Men,Original Piermaria Ferrabosco,37,42,14.22624998725951
8022,Shoes,7 For All Mankind,New,Men,7 Torquato Carli-Comencini,40,42,105.22469984125348
18230,Shoes,Polo Ralph Lauren,Almost New,Men,Polo Alina Segrè,39,42,18.853729061028986
9433,Shoes,Rock Revival,Almost New,Women,Rock Daniele Quasimodo,40,42,74.09619983658195
11139,Shoes,Sweet Mommy,Almost New,Women,Sweet Panfilo Cianciolo,43,42,43.10530012901873
24539,Shoes,ARROW,New,Men,Arrow Pietro Samele,43,42,30.299999937415123
19793,Shoes,Hanes,Used,Women,Hanes Ugo Vento-Togliatti,41,42,9.315810156678557
21350,Shoes,Christopher Fischer,Almost New,Women,Christopher Dott. Pierluigi Nugnes,44,42,44.93499996885658
7511,Shoes,Jockey,New,Women,Plus Maria Bonino,40,42,11.902499983843882
3367,Shoes,Tiger Milly,New,Women,50's Arsenio Pozzecco-Grasso,44,42,18.34724608617705
3365,Shoes,Tiger Milly,Very Used,Women,50's Ettore Duse-Porcellato,42,42,22.472241169474394
13723,Shoes,Adidas,Used,Women,Allegra Dott. Rodolfo Totino,41,42,7.523370116542205
14485,Shoes,Gold Toe,Very Used,Women,Gold Valeria Piovani,39,42,7.733250006102029
25486,Shoes,Mountain Hardwear,New,Men,Mountain Stefano Cugia,39,42,33.15974991442636
16615,Shoes,Ambiguous,Very Used,Men,ambiguous Paloma Balbo,44,42,17.8360593905822
16340,Shoes,Silly yogi,New,Men,Silly Venancio Acerbi-Sforza,39,42,19.53200001642108
3342,Shoes,Sutton Studio,Used,Women,Sutton Gioachino Serlupi,44,42,49.498997998846065
17920,Shoes,Acura,Used,Men,Maroon Alina Gozzano-Stoppani,37,42,6.972923892312612
16342,Shoes,Silver Jeans,Very Used,Women,Silver Dott. Dolores Salvo,43,42,19.21838578193387
17132,Shoes,Briefly Stated,New,Women,Briefly Aldo Jilani,37,42,14.625000045634806
24614,Shoes,Bordeaux,Almost New,Women,Bordeaux Armando Bazzi,40,42,31.32150031819381
494,Shoes,Harley-Davidson,New,Men,Harley-DavidsonÂ® Irma Omma,37,42,8.016907779193035
26898,Shoes,Kings' Court,Very Used,Men,Kings' Flora Modiano,40,42,16.34581406311697
9437,Shoes,Rock Revival,Very Used,Women,Rock Vincenzo Finotto,42,42,102.368199621886
18362,Shoes,Soft Touch Linen,Very Used,Women,Soft Bianca Ginesio,44,42,25.19370109020844
18392,Shoes,STATE O MAINE,Used,Men,State Cesare Cendron,41,42,13.399385696280131
2174,Shoes,K-Swiss,New,Women,Jillian Ippazio Priuli,43,42,11.02000003680587
21506,Shoes,Ed Hardy,New,Women,Ed Ramona Tolentino,39,42,22.222199942171578
2175,Shoes,John Deere,Very Used,Women,John Vanessa Scarpetta,41,42,13.549409370563328
16627,Shoes,2b by bebe,Almost New,Women,2B Sonia Borsiere,45,42,13.41760030966401
3461,Shoes,Adidas,Used,Women,Allegra Guarino Barberini,39,42,4.999508164183617
3458,Shoes,Adidas,New,Women,Allegra Gabriella Marzorati,41,42,4.548851819214553
21466,Shoes,Diesel,Very Used,Men,Diesel Patrizia Ceri,43,42,49.11637501108927
25518,Shoes,Next Level Apparel,New,Women,Next Delfino Schiavone,45,42,6.7102033462053345
19747,Shoes,Gold Toe,New,Women,Gold Gioele Baglioni,38,42,6.494999974966049
24498,Shoes,AnimalShirtsUSA,New,Women,AnimalShirtsUSA-OMG Francesca Bembo,38,42,14.29635041039586
21447,Shoes,DKNYC,Almost New,Women,DKNYC Severino Infantino,43,42,41.287949935533106
7361,Shoes,Natori,New,Women,Natori Luchino Rizzo,39,42,22.364999977871776
17354,Shoes,Dockers,New,Men,Dockers Fabio Desio,45,42,13.535999953746796
7379,Shoes,Sweetheart Slips,New,Women,New Sig.ra Rossana Cerquiglini,39,42,12.081577870688756
7385,Shoes,Sweetheart Slips,New,Women,New Melina Sobrero-Toso,42,42,18.128565427999987
16908,Shoes,True Religion,Almost New,Women,True Benedetto Gemito,41,42,56.392478138778806
24527,Shoes,A:X Armani Exchange,Very Used,Men,Armani Matilda Gianinazzi,39,42,15.53439999818802
15287,Shoes,DC,Very Used,Men,DC Dott. Monica Schiavone,45,42,22.958460377299197
13692,Shoes,2b by bebe,Used,Women,2B Dott. Vanessa Luzi,41,42,18.7594128921913
21244,Shoes,Calvin Klein Jeans,Used,Men,Calvin Adamo Seddio,41,42,24.410117840117582
